id,query,tokens_regular,tokens_lemmatized
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.11 Evaluating risk level - Part 3,When should the NEWS2 score be recalculated for patients with suspected sepsis according to NICE guidelines?,"['news2', 'score', 'recalculated', 'patients', 'suspected', 'sepsis', 'according', 'nice', 'guidelines']","['news2', 'score', 'recalculated', 'patient', 'suspected', 'sepsis', 'according', 'nice', 'guideline']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.12 Managing suspected sepsis outside acute hospital settings - Part 1,What are the criteria for immediate transfer of suspected sepsis patients in community and mental health settings?,"['criteria', 'immediate', 'transfer', 'suspected', 'sepsis', 'patients', 'community', 'mental', 'health', 'settings']","['criterion', 'immediate', 'transfer', 'suspected', 'sepsis', 'patient', 'community', 'mental', 'health', 'setting']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.12 Managing suspected sepsis outside acute hospital settings - Part 2,What are the recommendations for managing suspected sepsis in remote and rural settings with transfer times over one hour?,"['recommendations', 'managing', 'suspected', 'sepsis', 'remote', 'rural', 'settings', 'transfer', 'times', 'one', 'hour']","['recommendation', 'managing', 'suspected', 'sepsis', 'remote', 'rural', 'setting', 'transfer', 'time', 'one', 'hour']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.12 Managing suspected sepsis outside acute hospital settings - Part 3,What are the NICE guidelines for administering antibiotics to people with suspected sepsis in ambulance and community settings?,"['nice', 'guidelines', 'administering', 'antibiotics', 'people', 'suspected', 'sepsis', 'ambulance', 'community', 'settings']","['nice', 'guideline', 'administering', 'antibiotic', 'people', 'suspected', 'sepsis', 'ambulance', 'community', 'setting']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.12 Managing suspected sepsis outside acute hospital settings - Part 4,What are the recommended procedures for assessing and managing suspected sepsis in acute mental health settings?,"['recommended', 'procedures', 'assessing', 'managing', 'suspected', 'sepsis', 'acute', 'mental', 'health', 'settings']","['recommended', 'procedure', 'assessing', 'managing', 'suspected', 'sepsis', 'acute', 'mental', 'health', 'setting']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 2,What are the recommended initial assessments and antibiotic treatments for high-risk sepsis patients aged 16 and over?,"['recommended', 'initial', 'assessments', 'antibiotic', 'treatments', 'highrisk', 'sepsis', 'patients', 'aged']","['recommended', 'initial', 'assessment', 'antibiotic', 'treatment', 'highrisk', 'sepsis', 'patient', 'aged']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 3,What are the current NICE recommendations for intravenous fluid administration in adults with suspected sepsis?,"['current', 'nice', 'recommendations', 'intravenous', 'fluid', 'administration', 'adults', 'suspected', 'sepsis']","['current', 'nice', 'recommendation', 'intravenous', 'fluid', 'administration', 'adult', 'suspected', 'sepsis']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 4,What are the recommended actions for managing suspected sepsis in adults at high or moderate risk according to NICE guidelines?,"['recommended', 'actions', 'managing', 'suspected', 'sepsis', 'adults', 'high', 'moderate', 'risk', 'according', 'nice', 'guidelines']","['recommended', 'action', 'managing', 'suspected', 'sepsis', 'adult', 'high', 'moderate', 'risk', 'according', 'nice', 'guideline']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 5,What are the recommended investigations and management steps for moderate risk sepsis in adults according to NICE guidelines?,"['recommended', 'investigations', 'management', 'steps', 'moderate', 'risk', 'sepsis', 'adults', 'according', 'nice', 'guidelines']","['recommended', 'investigation', 'management', 'step', 'moderate', 'risk', 'sepsis', 'adult', 'according', 'nice', 'guideline']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 6,What are the current NICE recommendations for managing suspected sepsis in adults at high and moderate risk?,"['current', 'nice', 'recommendations', 'managing', 'suspected', 'sepsis', 'adults', 'high', 'moderate', 'risk']","['current', 'nice', 'recommendation', 'managing', 'suspected', 'sepsis', 'adult', 'high', 'moderate', 'risk']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 7,What are the recommended management steps for low-risk suspected sepsis in adults according to NICE guidelines?,"['recommended', 'management', 'steps', 'lowrisk', 'suspected', 'sepsis', 'adults', 'according', 'nice', 'guidelines']","['recommended', 'management', 'step', 'lowrisk', 'suspected', 'sepsis', 'adult', 'according', 'nice', 'guideline']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 8,How should clinicians manage antibiotic timing and assessment for low-risk suspected sepsis patients according to NICE guidelines?,"['clinicians', 'manage', 'antibiotic', 'timing', 'assessment', 'lowrisk', 'suspected', 'sepsis', 'patients', 'according', 'nice', 'guidelines']","['clinician', 'manage', 'antibiotic', 'timing', 'assessment', 'lowrisk', 'suspected', 'sepsis', 'patient', 'according', 'nice', 'guideline']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 9,What are the recommended management and escalation procedures for patients at very low risk of sepsis according to NICE guidelines?,"['recommended', 'management', 'escalation', 'procedures', 'patients', 'low', 'risk', 'sepsis', 'according', 'nice', 'guidelines']","['recommended', 'management', 'escalation', 'procedure', 'patient', 'low', 'risk', 'sepsis', 'according', 'nice', 'guideline']"
NG51_Over 16s (not pregnant or recently pregnant): evaluating risk and managing suspected sepsis: 1.13 Managing suspected sepsis in acute hospital settings - Part 10,What information should be provided to patients at discharge after suspected sepsis assessment?,"['information', 'provided', 'patients', 'discharge', 'suspected', 'sepsis', 'assessment']","['information', 'provided', 'patient', 'discharge', 'suspected', 'sepsis', 'assessment']"
"NG51_Antibiotic therapy, intravenous fluid and oxygen: 1.14 Choice of antibiotic therapy for people with suspected sepsis - Part 1",What is the recommended antibiotic management for suspected sepsis in newborns under 28 days?,"['recommended', 'antibiotic', 'management', 'suspected', 'sepsis', 'newborns', 'days']","['recommended', 'antibiotic', 'management', 'suspected', 'sepsis', 'newborn', 'day']"
"NG51_Antibiotic therapy, intravenous fluid and oxygen: 1.14 Choice of antibiotic therapy for people with suspected sepsis - Part 2",What is the recommended antibiotic treatment for suspected sepsis in newborns under 28 days?,"['recommended', 'antibiotic', 'treatment', 'suspected', 'sepsis', 'newborns', 'days']","['recommended', 'antibiotic', 'treatment', 'suspected', 'sepsis', 'newborn', 'day']"
"NG51_Antibiotic therapy, intravenous fluid and oxygen: 1.15 Intravenous fluids for people with suspected sepsis - Part 1",What are the recommended intravenous fluid types and volumes for resuscitation in patients with suspected sepsis across different age groups?,"['recommended', 'intravenous', 'fluid', 'types', 'volumes', 'resuscitation', 'patients', 'suspected', 'sepsis', 'across', 'different', 'age', 'groups']","['recommended', 'intravenous', 'fluid', 'type', 'volume', 'resuscitation', 'patient', 'suspected', 'sepsis', 'across', 'different', 'age', 'group']"
"NG51_Antibiotic therapy, intravenous fluid and oxygen: 1.15 Intravenous fluids for people with suspected sepsis - Part 2",What are the recommended practices for fluid resuscitation in patients with suspected sepsis according to NICE guidelines?,"['recommended', 'practices', 'fluid', 'resuscitation', 'patients', 'suspected', 'sepsis', 'according', 'nice', 'guidelines']","['recommended', 'practice', 'fluid', 'resuscitation', 'patient', 'suspected', 'sepsis', 'according', 'nice', 'guideline']"
"NG51_Antibiotic therapy, intravenous fluid and oxygen: 1.16 Using oxygen for people with suspected sepsis",What are the recommended oxygen saturation targets for treating suspected sepsis in adults and children?,"['recommended', 'oxygen', 'saturation', 'targets', 'treating', 'suspected', 'sepsis', 'adults', 'children']","['recommended', 'oxygen', 'saturation', 'target', 'treating', 'suspected', 'sepsis', 'adult', 'child']"
NG51_Finding and controlling the source of infection: 1.17 Everyone & Finding and controlling the source of infection: 1.18 Children aged 3 months or less,When should lumbar puncture be performed in children under 3 months with suspected sepsis?,"['lumbar', 'puncture', 'performed', 'children', 'months', 'suspected', 'sepsis']","['lumbar', 'puncture', 'performed', 'child', 'month', 'suspected', 'sepsis']"
NG51_Information and support for all people with suspected sepsis: 1.19 Communicating and sharing information,What are best practices for communicating with patients and families about suspected sepsis to support shared decision making?,"['best', 'practices', 'communicating', 'patients', 'families', 'suspected', 'sepsis', 'support', 'shared', 'decision', 'making']","['best', 'practice', 'communicating', 'patient', 'family', 'suspected', 'sepsis', 'support', 'shared', 'decision', 'making']"
"NG51_Information and support for all people with suspected sepsis: 1.20 People who have sepsis and their families and carers & Information and support for all people with suspected sepsis: 1.21 Information at discharge for people assessed for suspected sepsis, but not diagnosed with sepsis","What information should be provided to families and carers of patients with sepsis regarding diagnosis, treatment, and support?","['information', 'provided', 'families', 'carers', 'patients', 'sepsis', 'regarding', 'diagnosis', 'treatment', 'support']","['information', 'provided', 'family', 'carers', 'patient', 'sepsis', 'regarding', 'diagnosis', 'treatment', 'support']"
NG51_Information and support for all people with suspected sepsis: 1.22 Information at discharge for people at increased risk of sepsis & Information and support for all people with suspected sepsis: 1.23 Information at discharge for people who have had sepsis,What information should be provided to patients and carers at discharge after sepsis treatment?,"['information', 'provided', 'patients', 'carers', 'discharge', 'sepsis', 'treatment']","['information', 'provided', 'patient', 'carers', 'discharge', 'sepsis', 'treatment']"
NG51_Training and education,What training is recommended for healthcare staff to identify and manage sepsis effectively?,"['training', 'recommended', 'healthcare', 'staff', 'identify', 'manage', 'sepsis', 'effectively']","['training', 'recommended', 'healthcare', 'staff', 'identify', 'manage', 'sepsis', 'effectively']"
NG51_Terms used in this guideline & Recommendations for research: 1 Epidemiological study on presentation and management of sepsis in England,"What is the incidence, presentation, and management of sepsis in the UK?","['incidence', 'presentation', 'management', 'sepsis', 'uk']","['incidence', 'presentation', 'management', 'sepsis', 'uk']"
"NG51_Recommendations for research: 2 Association between NEWS2 bands (0, 1 to 4, 5 to 6, 7 or above) and risk of severe illness or death & Recommendations for research: 3 Derivation of clinical decision rules in suspected sepsis",What is the relationship between NEWS2 scores and the risk of severe illness or death in adults with suspected sepsis?,"['relationship', 'news2', 'scores', 'risk', 'severe', 'illness', 'death', 'adults', 'suspected', 'sepsis']","['relationship', 'news2', 'score', 'risk', 'severe', 'illness', 'death', 'adult', 'suspected', 'sepsis']"
NG51_Rationale and impact: People with neutropenia or immunosuppression & Rationale and impact: Initial assessment and examination,What are the recommended initial assessment procedures for identifying sepsis in people with neutropenia or immunosuppression?,"['recommended', 'initial', 'assessment', 'procedures', 'identifying', 'sepsis', 'people', 'neutropenia', 'immunosuppression']","['recommended', 'initial', 'assessment', 'procedure', 'identifying', 'sepsis', 'people', 'neutropenia', 'immunosuppression']"
"NG51_Rationale and impact: Evaluating risk level in people with suspected sepsis in acute hospital settings, acute mental health settings and ambulances - Part 1",How is the NEWS2 score used to assess sepsis risk in acute hospital and mental health settings?,"['news2', 'score', 'used', 'assess', 'sepsis', 'risk', 'acute', 'hospital', 'mental', 'health', 'settings']","['news2', 'score', 'used', 'assess', 'sepsis', 'risk', 'acute', 'hospital', 'mental', 'health', 'setting']"
"NG51_Rationale and impact: Evaluating risk level in people with suspected sepsis in acute hospital settings, acute mental health settings and ambulances - Part 2",Should a NEWS2 score of 0 be considered safe for discharging patients with infection?,"['news2', 'score', 'considered', 'safe', 'discharging', 'patients', 'infection']","['news2', 'score', 'considered', 'safe', 'discharging', 'patient', 'infection']"
NG51_Rationale and impact: Outside acute hospital settings - Part 1,What are the recommendations for managing suspected sepsis outside acute hospital settings?,"['recommendations', 'managing', 'suspected', 'sepsis', 'outside', 'acute', 'hospital', 'settings']","['recommendation', 'managing', 'suspected', 'sepsis', 'outside', 'acute', 'hospital', 'setting']"
NG51_Rationale and impact: Outside acute hospital settings - Part 2,What are the criteria for transferring patients at risk of sepsis in mental health settings?,"['criteria', 'transferring', 'patients', 'risk', 'sepsis', 'mental', 'health', 'settings']","['criterion', 'transferring', 'patient', 'risk', 'sepsis', 'mental', 'health', 'setting']"
NG51_Rationale and impact: Managing suspected sepsis in acute hospital settings - Part 1,What is the recommended timing for antibiotic administration in suspected sepsis based on risk level?,"['recommended', 'timing', 'antibiotic', 'administration', 'suspected', 'sepsis', 'based', 'risk', 'level']","['recommended', 'timing', 'antibiotic', 'administration', 'suspected', 'sepsis', 'based', 'risk', 'level']"
NG51_Rationale and impact: Managing suspected sepsis in acute hospital settings - Part 2,When should antibiotics be administered for suspected sepsis based on initial NEWS2 assessment?,"['antibiotics', 'administered', 'suspected', 'sepsis', 'based', 'initial', 'news2', 'assessment']","['antibiotic', 'administered', 'suspected', 'sepsis', 'based', 'initial', 'news2', 'assessment']"
NG51_Rationale and impact: Managing suspected sepsis in acute hospital settings - Part 3,What are the recommended escalation pathways for managing suspected sepsis in high and moderate risk patients?,"['recommended', 'escalation', 'pathways', 'managing', 'suspected', 'sepsis', 'high', 'moderate', 'risk', 'patients']","['recommended', 'escalation', 'pathway', 'managing', 'suspected', 'sepsis', 'high', 'moderate', 'risk', 'patient']"
NG51_Rationale and impact: Managing suspected sepsis in acute hospital settings - Part 4,What are the discharge criteria for patients with suspected sepsis at low or very low risk of severe illness?,"['discharge', 'criteria', 'patients', 'suspected', 'sepsis', 'low', 'low', 'risk', 'severe', 'illness']","['discharge', 'criterion', 'patient', 'suspected', 'sepsis', 'low', 'low', 'risk', 'severe', 'illness']"
NG51_Rationale and impact: Finding and controlling the source of infection,What are the recommended approaches for finding and controlling the source of infection in sepsis management?,"['recommended', 'approaches', 'finding', 'controlling', 'source', 'infection', 'sepsis', 'management']","['recommended', 'approach', 'finding', 'controlling', 'source', 'infection', 'sepsis', 'management']"
NG51_Context - Part 1,What are the early signs and initial management steps for suspected sepsis in adults?,"['early', 'signs', 'initial', 'management', 'steps', 'suspected', 'sepsis', 'adults']","['early', 'sign', 'initial', 'management', 'step', 'suspected', 'sepsis', 'adult']"
NG51_Context - Part 2,What are the current clinical parameters for early identification and risk stratification of sepsis and septic shock?,"['current', 'clinical', 'parameters', 'early', 'identification', 'risk', 'stratification', 'sepsis', 'septic', 'shock']","['current', 'clinical', 'parameter', 'early', 'identification', 'risk', 'stratification', 'sepsis', 'septic', 'shock']"
NG52_Non-Hodgkin’s lymphoma: diagnosis and management & Overview,What are the recommended diagnostic tests and treatment options for non-Hodgkin's lymphoma?,"['recommended', 'diagnostic', 'tests', 'treatment', 'options', 'nonhodgkins', 'lymphoma']","['recommended', 'diagnostic', 'test', 'treatment', 'option', 'nonhodgkins', 'lymphoma']"
NG52_Recommendations: 1.1 Diagnosis,What are the recommended biopsy procedures for diagnosing non-Hodgkin's lymphoma?,"['recommended', 'biopsy', 'procedures', 'diagnosing', 'nonhodgkins', 'lymphoma']","['recommended', 'biopsy', 'procedure', 'diagnosing', 'nonhodgkins', 'lymphoma']"
NG52_Recommendations: 1.2 Staging using FDG‑PET‑CT (fluorodeoxyglucose‑positron emission tomography‑CT),When should FDG-PET-CT be used to confirm staging and assess treatment response in non-Hodgkin's lymphoma?,"['fdgpetct', 'used', 'confirm', 'staging', 'assess', 'treatment', 'response', 'nonhodgkins', 'lymphoma']","['fdgpetct', 'used', 'confirm', 'staging', 'assess', 'treatment', 'response', 'nonhodgkins', 'lymphoma']"
NG52_Recommendations: 1.3 Management of follicular lymphoma - Part 1,What is the recommended management for stage IIA follicular lymphoma?,"['recommended', 'management', 'stage', 'iia', 'follicular', 'lymphoma']","['recommended', 'management', 'stage', 'iia', 'follicular', 'lymphoma']"
NG52_Recommendations: 1.3 Management of follicular lymphoma - Part 2,What are the recommended treatment options for stage III–IV follicular lymphoma according to NICE guidelines?,"['recommended', 'treatment', 'options', 'stage', 'iii–iv', 'follicular', 'lymphoma', 'according', 'nice', 'guidelines']","['recommended', 'treatment', 'option', 'stage', 'iii–iv', 'follicular', 'lymphoma', 'according', 'nice', 'guideline']"
NG52_Recommendations: 1.3 Management of follicular lymphoma - Part 3,What are the NICE recommendations for using rituximab as maintenance therapy in relapsed follicular non-Hodgkin's lymphoma?,"['nice', 'recommendations', 'using', 'rituximab', 'maintenance', 'therapy', 'relapsed', 'follicular', 'nonhodgkins', 'lymphoma']","['nice', 'recommendation', 'using', 'rituximab', 'maintenance', 'therapy', 'relapsed', 'follicular', 'nonhodgkins', 'lymphoma']"
NG52_Recommendations: 1.4 Management of MALT lymphoma - Part 1,What is the recommended management for gastric MALT lymphoma after Helicobacter pylori eradication therapy?,"['recommended', 'management', 'gastric', 'malt', 'lymphoma', 'helicobacter', 'pylori', 'eradication', 'therapy']","['recommended', 'management', 'gastric', 'malt', 'lymphoma', 'helicobacter', 'pylorus', 'eradication', 'therapy']"
NG52_Recommendations: 1.4 Management of MALT lymphoma - Part 2,What are the treatment options for progressive gastric MALT lymphoma?,"['treatment', 'options', 'progressive', 'gastric', 'malt', 'lymphoma']","['treatment', 'option', 'progressive', 'gastric', 'malt', 'lymphoma']"
NG52_Recommendations: 1.4 Management of MALT lymphoma - Part 3,What are the recommended management options for non-gastric MALT lymphoma?,"['recommended', 'management', 'options', 'nongastric', 'malt', 'lymphoma']","['recommended', 'management', 'option', 'nongastric', 'malt', 'lymphoma']"
NG52_Recommendations: 1.5 Management of mantle cell lymphoma - Part 1,What are the recommended first-line treatments for advanced-stage mantle cell lymphoma?,"['recommended', 'firstline', 'treatments', 'advancedstage', 'mantle', 'cell', 'lymphoma']","['recommended', 'firstline', 'treatment', 'advancedstage', 'mantle', 'cell', 'lymphoma']"
NG52_Recommendations: 1.5 Management of mantle cell lymphoma - Part 2,What are the NICE recommendations for maintenance rituximab in mantle cell lymphoma?,"['nice', 'recommendations', 'maintenance', 'rituximab', 'mantle', 'cell', 'lymphoma']","['nice', 'recommendation', 'maintenance', 'rituximab', 'mantle', 'cell', 'lymphoma']"
NG52_Recommendations: 1.6 Management of diffuse large B‑cell lymphoma - Part 1,"What are the recommended management strategies for diffuse large B-cell lymphoma, including radiotherapy and CNS prophylaxis?","['recommended', 'management', 'strategies', 'diffuse', 'large', 'bcell', 'lymphoma', 'including', 'radiotherapy', 'cns', 'prophylaxis']","['recommended', 'management', 'strategy', 'diffuse', 'large', 'bcell', 'lymphoma', 'including', 'radiotherapy', 'cns', 'prophylaxis']"
NG52_Recommendations: 1.6 Management of diffuse large B‑cell lymphoma - Part 2,What are the recommendations for central nervous system prophylaxis and stem cell transplantation in diffuse large B-cell lymphoma?,"['recommendations', 'central', 'nervous', 'system', 'prophylaxis', 'stem', 'cell', 'transplantation', 'diffuse', 'large', 'bcell', 'lymphoma']","['recommendation', 'central', 'nervous', 'system', 'prophylaxis', 'stem', 'cell', 'transplantation', 'diffuse', 'large', 'bcell', 'lymphoma']"
NG52_Recommendations: 1.7 Management of Burkitt lymphoma & Recommendations: 1.8 Management of peripheral T‑cell lymphoma,What is the recommended first-line treatment for Burkitt lymphoma and peripheral T-cell lymphoma?,"['recommended', 'firstline', 'treatment', 'burkitt', 'lymphoma', 'peripheral', 'tcell', 'lymphoma']","['recommended', 'firstline', 'treatment', 'burkitt', 'lymphoma', 'peripheral', 'tcell', 'lymphoma']"
NG52_Recommendations: 1.9 Information and support,"What information and support should be provided to patients with non-Hodgkin's lymphoma regarding diagnosis, treatment options, and lifestyle?","['information', 'support', 'provided', 'patients', 'nonhodgkins', 'lymphoma', 'regarding', 'diagnosis', 'treatment', 'options', 'lifestyle']","['information', 'support', 'provided', 'patient', 'nonhodgkins', 'lymphoma', 'regarding', 'diagnosis', 'treatment', 'option', 'lifestyle']"
NG52_Recommendations: 1.10 Follow‑up for people with diffuse large B‑cell lymphoma & Recommendations: 1.11 Survivorship,What is the recommended follow-up protocol for detecting relapse in patients with diffuse large B-cell lymphoma after treatment?,"['recommended', 'followup', 'protocol', 'detecting', 'relapse', 'patients', 'diffuse', 'large', 'bcell', 'lymphoma', 'treatment']","['recommended', 'followup', 'protocol', 'detecting', 'relapse', 'patient', 'diffuse', 'large', 'bcell', 'lymphoma', 'treatment']"
NG52_Recommendations for research: 1 Baseline FDG‑PET‑CT imaging for people with diffuse large B‑cell lymphoma stage II or above,What are the benefits of baseline FDG‑PET‑CT compared to baseline CT scan in interpreting end‑of‑treatment FDG‑PET‑CT for diffuse large B‑cell lymphoma?,"['benefits', 'baseline', 'fdg‑pet‑ct', 'compared', 'baseline', 'ct', 'scan', 'interpreting', 'end‑of‑treatment', 'fdg‑pet‑ct', 'diffuse', 'large', 'b‑cell', 'lymphoma']","['benefit', 'baseline', 'fdg‑pet‑ct', 'compared', 'baseline', 'ct', 'scan', 'interpreting', 'end‑of‑treatment', 'fdg‑pet‑ct', 'diffuse', 'large', 'b‑cell', 'lymphoma']"
NG52_Recommendations for research: 2 Factors predicting outcomes for people with high‑grade transformation of follicular lymphoma,What clinical and molecular factors predict good outcomes with immunochemotherapy in high-grade transformation of follicular lymphoma?,"['clinical', 'molecular', 'factors', 'predict', 'good', 'outcomes', 'immunochemotherapy', 'highgrade', 'transformation', 'follicular', 'lymphoma']","['clinical', 'molecular', 'factor', 'predict', 'good', 'outcome', 'immunochemotherapy', 'highgrade', 'transformation', 'follicular', 'lymphoma']"
NG52_Recommendations for research: 3 Radiotherapy in first‑line treatment of diffuse large B‑cell lymphoma,What is the effectiveness of radiotherapy to bulky disease sites after chemotherapy in first-line treatment of diffuse large B-cell lymphoma?,"['effectiveness', 'radiotherapy', 'bulky', 'disease', 'sites', 'chemotherapy', 'firstline', 'treatment', 'diffuse', 'large', 'bcell', 'lymphoma']","['effectiveness', 'radiotherapy', 'bulky', 'disease', 'site', 'chemotherapy', 'firstline', 'treatment', 'diffuse', 'large', 'bcell', 'lymphoma']"
NG52_Context,What are the current diagnostic and management strategies for non-Hodgkin's lymphoma?,"['current', 'diagnostic', 'management', 'strategies', 'nonhodgkins', 'lymphoma']","['current', 'diagnostic', 'management', 'strategy', 'nonhodgkins', 'lymphoma']"
NG53_Transition between inpatient mental health settings and community or care home settings & Overview,What are the best practices for transitioning patients between inpatient mental health settings and community or care home environments?,"['best', 'practices', 'transitioning', 'patients', 'inpatient', 'mental', 'health', 'settings', 'community', 'care', 'home', 'environments']","['best', 'practice', 'transitioning', 'patient', 'inpatient', 'mental', 'health', 'setting', 'community', 'care', 'home', 'environment']"
NG53_Recommendations: 1.1 Overarching principles,What are the principles for supporting people in mental health transition care?,"['principles', 'supporting', 'people', 'mental', 'health', 'transition', 'care']","['principle', 'supporting', 'people', 'mental', 'health', 'transition', 'care']"
NG53_Recommendations: 1.2 Before hospital admission - Part 1,What are the recommended practices for planning and assessing mental health admissions for people with complex needs?,"['recommended', 'practices', 'planning', 'assessing', 'mental', 'health', 'admissions', 'people', 'complex', 'needs']","['recommended', 'practice', 'planning', 'assessing', 'mental', 'health', 'admission', 'people', 'complex', 'need']"
NG53_Recommendations: 1.2 Before hospital admission - Part 2,What should be included in admission planning and crisis plans for mental health patients?,"['included', 'admission', 'planning', 'crisis', 'plans', 'mental', 'health', 'patients']","['included', 'admission', 'planning', 'crisis', 'plan', 'mental', 'health', 'patient']"
NG53_Recommendations: 1.3 Hospital admission - Part 1,What are the key principles for hospital admission and early engagement in mental health care?,"['key', 'principles', 'hospital', 'admission', 'early', 'engagement', 'mental', 'health', 'care']","['key', 'principle', 'hospital', 'admission', 'early', 'engagement', 'mental', 'health', 'care']"
NG53_Recommendations: 1.3 Hospital admission - Part 2,What are the recommended procedures for managing out-of-area psychiatric admissions and ensuring patient safety?,"['recommended', 'procedures', 'managing', 'outofarea', 'psychiatric', 'admissions', 'ensuring', 'patient', 'safety']","['recommended', 'procedure', 'managing', 'outofarea', 'psychiatric', 'admission', 'ensuring', 'patient', 'safety']"
NG53_Recommendations: 1.3 Hospital admission - Part 3,What are the key considerations for managing restrictions and providing support during admission to mental health wards?,"['key', 'considerations', 'managing', 'restrictions', 'providing', 'support', 'admission', 'mental', 'health', 'wards']","['key', 'consideration', 'managing', 'restriction', 'providing', 'support', 'admission', 'mental', 'health', 'ward']"
"NG53_Recommendations: 1.4 Support for families, parents and carers throughout admission - Part 1",What strategies can healthcare professionals use to support families and carers during a child's hospital admission?,"['strategies', 'healthcare', 'professionals', 'use', 'support', 'families', 'carers', 'childs', 'hospital', 'admission']","['strategy', 'healthcare', 'professional', 'use', 'support', 'family', 'carers', 'child', 'hospital', 'admission']"
"NG53_Recommendations: 1.4 Support for families, parents and carers throughout admission - Part 2",What information should be provided to families and carers during a patient's hospital admission and discharge?,"['information', 'provided', 'families', 'carers', 'patients', 'hospital', 'admission', 'discharge']","['information', 'provided', 'family', 'carers', 'patient', 'hospital', 'admission', 'discharge']"
NG53_Recommendations: 1.5 Hospital discharge - Part 1,What are best practices for planning hospital discharge to ensure continuity of care and community links?,"['best', 'practices', 'planning', 'hospital', 'discharge', 'ensure', 'continuity', 'care', 'community', 'links']","['best', 'practice', 'planning', 'hospital', 'discharge', 'ensure', 'continuity', 'care', 'community', 'link']"
NG53_Recommendations: 1.5 Hospital discharge - Part 2,What are the recommended discharge planning and psychoeducation strategies for people with mental health conditions to prevent relapse and homelessness?,"['recommended', 'discharge', 'planning', 'psychoeducation', 'strategies', 'people', 'mental', 'health', 'conditions', 'prevent', 'relapse', 'homelessness']","['recommended', 'discharge', 'planning', 'psychoeducation', 'strategy', 'people', 'mental', 'health', 'condition', 'prevent', 'relapse', 'homelessness']"
NG53_Recommendations: 1.5 Hospital discharge - Part 3,What are the recommended components of a discharge care plan for mental health patients?,"['recommended', 'components', 'discharge', 'care', 'plan', 'mental', 'health', 'patients']","['recommended', 'component', 'discharge', 'care', 'plan', 'mental', 'health', 'patient']"
NG53_Recommendations: 1.5 Hospital discharge - Part 4,What are the key considerations for discharge planning and assessment in mental health services?,"['key', 'considerations', 'discharge', 'planning', 'assessment', 'mental', 'health', 'services']","['key', 'consideration', 'discharge', 'planning', 'assessment', 'mental', 'health', 'service']"
NG53_Recommendations: 1.6 Follow-up support - Part 1,What follow-up support should be arranged after hospital discharge for mental health patients?,"['followup', 'support', 'arranged', 'hospital', 'discharge', 'mental', 'health', 'patients']","['followup', 'support', 'arranged', 'hospital', 'discharge', 'mental', 'health', 'patient']"
NG53_Recommendations: 1.6 Follow-up support - Part 2,What are the recommended follow-up procedures and legal considerations for patients discharged after self-harm or suicide risk assessment?,"['recommended', 'followup', 'procedures', 'legal', 'considerations', 'patients', 'discharged', 'selfharm', 'suicide', 'risk', 'assessment']","['recommended', 'followup', 'procedure', 'legal', 'consideration', 'patient', 'discharged', 'selfharm', 'suicide', 'risk', 'assessment']"
NG53_Terms used in this guideline,What are effective coping strategies for managing mental health symptoms?,"['effective', 'coping', 'strategies', 'managing', 'mental', 'health', 'symptoms']","['effective', 'coping', 'strategy', 'managing', 'mental', 'health', 'symptom']"
NG53_Implementation: getting started: Challenges for implementation - Part 1,How can mental health services improve person-centred and recovery-focused transitions for patients?,"['mental', 'health', 'services', 'improve', 'personcentred', 'recoveryfocused', 'transitions', 'patients']","['mental', 'health', 'service', 'improve', 'personcentred', 'recoveryfocused', 'transition', 'patient']"
NG53_Implementation: getting started: Challenges for implementation - Part 2,What are effective communication strategies for multidisciplinary teams involved in mental health transitions?,"['effective', 'communication', 'strategies', 'multidisciplinary', 'teams', 'involved', 'mental', 'health', 'transitions']","['effective', 'communication', 'strategy', 'multidisciplinary', 'team', 'involved', 'mental', 'health', 'transition']"
