id,source,query
NG242_Rationale and impact: Cataract surgery for people with diabetic retinopathy or diabetic macular oedema - Part 2,NG242,What is the recommended timing for anti-VEGF treatment in patients with proliferative diabetic retinopathy undergoing cataract surgery?
NG242_Rationale and impact: Treating all active pathologies in each eye,NG242,How should active pathologies be treated in each eye for diabetic eye disease?
NG242_Rationale and impact: Treatment strategies for non-proliferative and proliferative diabetic retinopathy - Part 1,NG242,What are the recommended treatment options for proliferative diabetic retinopathy according to NICE guidelines?
NG242_Rationale and impact: Treatment strategies for non-proliferative and proliferative diabetic retinopathy - Part 2,NG242,What is the recommended timing for panretinal photocoagulation in proliferative diabetic retinopathy?
NG242_Rationale and impact: Treatment strategies for non-proliferative and proliferative diabetic retinopathy - Part 3,NG242,What are the recommended treatment timing and options for proliferative diabetic retinopathy?
NG242_Rationale and impact: Treatment strategies for non-proliferative and proliferative diabetic retinopathy - Part 4,NG242,What are the recommended treatments for proliferative diabetic retinopathy when panretinal photocoagulation is ineffective or cannot be performed?
NG242_Rationale and impact: Treatment strategies for non-proliferative and proliferative diabetic retinopathy - Part 5,NG242,What are the most effective combination treatments for proliferative diabetic retinopathy?
NG242_Rationale and impact: Discussing and offering treatment for diabetic macular oedema,NG242,What are the recommended treatment options for diabetic macular oedema?
NG242_Rationale and impact: Treatment strategies for non-centre-involving clinically significant diabetic macular oedema,NG242,What are the recommended treatment options for non-centre-involving diabetic macular oedema?
NG242_Rationale and impact: Treatment strategies for centre-involving diabetic macular oedema - Part 1,NG242,What are the treatment options for centre-involving diabetic macular oedema in patients with good vision?
NG242_Rationale and impact: Treatment strategies for centre-involving diabetic macular oedema - Part 2,NG242,What are the treatment options for centre-involving diabetic macular oedema in patients with good vision?
NG242_Rationale and impact: Treatment strategies for centre-involving diabetic macular oedema - Part 3,NG242,What are the treatment options for macular oedema with central retinal thickness of 400 micrometres or more?
NG242_Rationale and impact: Treatment strategies for centre-involving diabetic macular oedema - Part 4,NG242,What are the recommended treatment options for central-involving diabetic macular oedema in patients with thinner retinas?
NG242_Rationale and impact: When non-corticosteroid treatment is not possible,NG242,What are the alternative intravitreal treatments for macular oedema when anti-VEGF therapy is not suitable?
"NG242_Rationale and impact: When to add, switch or stop treatment - Part 1",NG242,When should I consider switching or stopping anti-VEGF treatment for diabetic macular oedema?
"NG242_Rationale and impact: When to add, switch or stop treatment - Part 2",NG242,How should response to anti-VEGF treatment be assessed in diabetic macular oedema patients?
NG242_Rationale and impact: When to assess disease status and how often to monitor - Part 1,NG242,What are the recommended monitoring frequencies for non-proliferative diabetic retinopathy based on disease severity?
NG242_Rationale and impact: When to assess disease status and how often to monitor - Part 2,NG242,What are the recommended monitoring intervals for proliferative diabetic retinopathy after treatment?
NG242_Rationale and impact: When to assess disease status and how often to monitor - Part 3,NG242,What are the recommended monitoring frequencies for diabetic retinopathy in people under 18 or pregnant women?
NG242_Rationale and impact: Imaging techniques for monitoring diabetic retinopathy and diabetic macular oedema - Part 1,NG242,What are the recommended imaging techniques for monitoring diabetic retinopathy progression?
NG242_Rationale and impact: Imaging techniques for monitoring diabetic retinopathy and diabetic macular oedema - Part 2,NG242,What is the recommended use of optical coherence tomography for diagnosing and monitoring diabetic macular oedema?
NG242_Rationale and impact: Vitrectomy - Part 1,NG242,What are the indications and benefits of vitrectomy for proliferative diabetic retinopathy and diabetic macular oedema?
NG242_Rationale and impact: Vitrectomy - Part 2,NG242,When should vitrectomy be considered for proliferative diabetic retinopathy with vitreous haemorrhage or tractional retinal detachment?
NG242_Rationale and impact: Vitrectomy - Part 3,NG242,What are the recommended treatments for proliferative retinopathy without retinal detachment and diabetic macular oedema?
NG242_Context,NG242,What are the recommended management and treatment options for diabetic retinopathy and diabetic macular oedema?
"NG243_Adrenal insufficiency: identification and management & Overview & Recommendations: 1.1 Information, support and decision making - Part 1",NG243,What are the key considerations for communicating and supporting patients with adrenal insufficiency?
"NG243_Recommendations: 1.1 Information, support and decision making - Part 2",NG243,What are the key management strategies and emergency precautions for patients on long-term glucocorticoid therapy?
"NG243_Recommendations: 1.1 Information, support and decision making - Part 3",NG243,How should healthcare professionals review and provide information and support for children with adrenal insufficiency during transition and life events?
NG243_Recommendations: 1.2 Initial identification and referral - Part 1,NG243,What are the signs and risk factors for suspecting adrenal insufficiency in adults and children?
NG243_Recommendations: 1.2 Initial identification and referral - Part 2,NG243,What are the initial tests and interpretation criteria for diagnosing adrenal insufficiency?
NG243_Recommendations: 1.2 Initial identification and referral - Part 3 & Recommendations: 1.3 Routine pharmacological management - Part 1,NG243,How should serum cortisol levels be interpreted in diagnosing adrenal insufficiency in infants and adults?
NG243_Recommendations: 1.3 Routine pharmacological management - Part 2,NG243,What is the recommended corticosteroid replacement therapy for adults with primary adrenal insufficiency?
NG243_Recommendations: 1.3 Routine pharmacological management - Part 3,NG243,What is the recommended hydrocortisone dosing for children with adrenal insufficiency?
NG243_Recommendations: 1.3 Routine pharmacological management - Part 4,NG243,What is the recommended initial dose of fludrocortisone for adrenal insufficiency in adults and children?
NG243_Recommendations: 1.3 Routine pharmacological management - Part 5,NG243,What should be included in an emergency management kit for adrenal insufficiency?
NG243_Recommendations: 1.4 Management during physiological stress - Part 1,NG243,What is the recommended glucocorticoid management during physiological stress in adrenal insufficiency?
NG243_Recommendations: 1.4 Management during physiological stress - Part 2,NG243,What are the recommended glucocorticoid management strategies for patients undergoing surgery or invasive procedures?
NG243_Recommendations: 1.4 Management during physiological stress - Part 3,NG243,What is the recommended management of adrenal insufficiency during pregnancy?
NG243_Recommendations: 1.4 Management during physiological stress - Part 4,NG243,What are the NICE guidelines for corticosteroid management during pregnancy labor and postpartum?
NG243_Recommendations: 1.5 Management during psychological stress - Part 1,NG243,What is the recommended pharmacological management for psychological stress in children and adults?
NG243_Recommendations: 1.5 Management during psychological stress - Part 2,NG243,What are recommended non-pharmacological strategies to manage psychological stress in people with adrenal insufficiency?
NG243_Recommendations: 1.6 When to suspect adrenal crisis,NG243,When should adrenal crisis be suspected in critically ill patients?
NG243_Recommendations: 1.7 Emergency management of adrenal crisis - Part 1,NG243,What is the emergency management protocol for adrenal crisis in adults?
NG243_Recommendations: 1.7 Emergency management of adrenal crisis - Part 2,NG243,What is the recommended emergency management for adrenal crisis in children and young people?
NG243_Recommendations: 1.8 Ongoing care and monitoring - Part 1,NG243,What are the recommended frequency and components of ongoing reviews for people with adrenal insufficiency?
NG243_Recommendations: 1.8 Ongoing care and monitoring - Part 2,NG243,What are the signs of glucocorticoid under- or over-replacement in adrenal insufficiency?
NG243_Recommendations: 1.8 Ongoing care and monitoring - Part 3,NG243,Should cortisol day series be routinely performed to check hydrocortisone dosing in adrenal insufficiency?
NG243_Recommendations: 1.9 Managing glucocorticoid withdrawal to prevent adrenal insufficiency - Part 1,NG243,What are the recommended glucocorticoid tapering protocols to prevent adrenal insufficiency?
NG243_Recommendations: 1.9 Managing glucocorticoid withdrawal to prevent adrenal insufficiency - Part 2,NG243,When should I test for adrenal insufficiency during glucocorticoid tapering?
NG243_Recommendations: 1.9 Managing glucocorticoid withdrawal to prevent adrenal insufficiency - Part 3,NG243,What are the serum cortisol level thresholds for managing glucocorticoid withdrawal?
NG243_Recommendations: Terms used in this guideline,NG243,What is the recommended management of adrenal crisis using an emergency management kit?
NG243_Recommendations for research: 1 Initial investigations for people with suspected adrenal insufficiency & Recommendations for research: 2 Glucocorticoid withdrawal & Recommendations for research: 3 Adrenal crisis,NG243,What are the recommended initial tests for diagnosing adrenal insufficiency?
NG243_Recommendations for research: 4 Routine pharmacological management in secondary and tertiary adrenal insufficiency & Recommendations for research: 5 Pharmacological management of physiological stress,NG243,What is the effectiveness of glucocorticoids in managing secondary and tertiary adrenal insufficiency?
"NG243_Rationale and impact: Information, support and decision making",NG243,What information and support are recommended for adults and children with adrenal insufficiency?
NG243_Rationale and impact: When to suspect adrenal insufficiency,NG243,What are the clinical signs and symptoms that should raise suspicion of adrenal insufficiency?
NG243_Rationale and impact: Initial investigations for adrenal insufficiency - Part 1,NG243,What is the recommended timing for serum cortisol testing in suspected adrenal insufficiency?
NG243_Rationale and impact: Initial investigations for adrenal insufficiency - Part 2,NG243,What are the recommended initial tests for diagnosing adrenal insufficiency in patients with hyponatraemia?
NG243_Rationale and impact: Routine pharmacological management - Part 1,NG243,What is the recommended pharmacological management for adrenal insufficiency with hydrocortisone?
NG243_Rationale and impact: Routine pharmacological management - Part 2,NG243,What are the recommended glucocorticoid treatments for adrenal insufficiency in adults and children?
NG243_Rationale and impact: Routine pharmacological management - Part 3,NG243,What are the recommended treatments for hyponatraemia in primary adrenal insufficiency?
NG243_Rationale and impact: Pharmacological management during physiological stress - Part 1,NG243,What are the recommended pharmacological strategies for managing physiological stress in patients requiring glucocorticoid therapy?
NG243_Rationale and impact: Pharmacological management during physiological stress - Part 2,NG243,What are the current NICE recommendations for sick-day dosing of glucocorticoids in children with adrenal insufficiency?
NG243_Rationale and impact: Non-pharmacological management during physiological stress,NG243,What are the non-pharmacological strategies for managing adrenal insufficiency during physiological stress?
NG243_Rationale and impact: Pregnancy care,NG243,What are the recommended management strategies for adrenal insufficiency during pregnancy?
NG243_Rationale and impact: Pharmacological management during psychological stress,NG243,What is the recommended pharmacological management of psychological stress in patients with adrenal insufficiency?
NG243_Rationale and impact: Non-pharmacological management during psychological stress,NG243,What strategies can help reduce psychological stress to prevent adrenal crisis in patients with adrenal insufficiency?
NG243_Rationale and impact: When to suspect adrenal crisis,NG243,What are the clinical signs and risk factors for suspecting adrenal crisis in critically unwell patients?
NG243_Rationale and impact: Emergency management of adrenal crisis - Part 1,NG243,What is the emergency management protocol for adrenal crisis including hydrocortisone and fluid administration?
NG243_Rationale and impact: Emergency management of adrenal crisis - Part 2,NG243,What are the recommended emergency management protocols for adrenal crisis in children and adults?
NG243_Rationale and impact: Ongoing care and monitoring - Part 1,NG243,What are the recommended approaches for ongoing monitoring of adrenal insufficiency?
NG243_Rationale and impact: Ongoing care and monitoring - Part 2,NG243,What are the recommended monitoring and emergency management strategies for patients with adrenal insufficiency?
NG243_Rationale and impact: Managing glucocorticoid withdrawal to prevent adrenal insufficiency - Part 1,NG243,What are the recommended strategies for tapering glucocorticoids to prevent adrenal insufficiency?
NG243_Rationale and impact: Managing glucocorticoid withdrawal to prevent adrenal insufficiency - Part 2,NG243,What are the recommended practices for tapering and switching glucocorticoids in adults and children?
NG243_Context,NG243,What are the recommended management strategies for adrenal insufficiency and prevention of adrenal crisis?
"NG244_Asthma pathway (BTS, NICE, SIGN) & Overview",NG244,What are the current NICE guidelines for diagnosing and managing asthma in adults and children?
NG244_Diagnosis & Monitoring asthma control,NG244,What are the recommended objective tests for diagnosing asthma in children aged 5 and over?
NG244_Managing chronic asthma: Pharmacological management - Part 1,NG244,What are the pharmacological management recommendations for asthma in people aged 12 years and over?
NG244_Managing chronic asthma: Pharmacological management - Part 2 & Managing chronic asthma: Non-pharmacological management,NG244,What are the pharmacological management recommendations for children aged 5 to 11 with asthma?
NG244_Managing acute asthma,NG244,What are the recommended management strategies for acute asthma attacks?
NG244_Managing difficult and severe asthma,NG244,What are the recommended specialist therapies for severe asthma?
"NG244_Managing asthma in pregnancy, during labour and when breastfeeding & 5 more sections",NG244,"What are the recommended management strategies for asthma during pregnancy, labour, and breastfeeding?"
"NG245_Asthma: diagnosis, monitoring and chronic asthma management (BTS, NICE, SIGN) & Overview",NG245,What are the current recommendations for diagnosing and monitoring asthma in adults and children?
NG245_Recommendations: 1.1 Initial clinical assessment - Part 1,NG245,What are the key components of initial clinical assessment for suspected asthma?
NG245_Recommendations: 1.1 Initial clinical assessment - Part 2,NG245,What are the recommended initial assessments and objective tests for diagnosing asthma in acute settings?
"NG245_Recommendations: 1.2 Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 1",NG245,What are the objective tests for diagnosing asthma in adults and children aged 5 to 16?
"NG245_Recommendations: 1.2 Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 2",NG245,What are the recommended objective tests for diagnosing asthma in children aged 5 to 16?
"NG245_Recommendations: 1.2 Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 3",NG245,What should be done if there is uncertainty in diagnosing asthma in children?
"NG245_Recommendations: 1.2 Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 4",NG245,What are the most accurate tests for diagnosing asthma?
NG245_Recommendations: 1.3 Diagnosing asthma in children under 5,NG245,How is asthma diagnosed in children under 5 years old?
NG245_Recommendations: 1.4 Diagnosing occupational asthma,NG245,How can I identify occupational asthma in adults with poorly controlled or recurrent asthma?
NG245_Recommendations: 1.5 Monitoring asthma control,NG245,How should asthma control be monitored during patient reviews?
NG245_Recommendations: 1.6 Principles of pharmacological treatment - Part 1,NG245,What are the principles for pharmacological treatment and prescribing inhalers for asthma management?
NG245_Recommendations: 1.6 Principles of pharmacological treatment - Part 2,NG245,How often should asthma treatment response be reviewed after starting or adjusting medication?
NG245_Recommendations: 1.6 Principles of pharmacological treatment - Part 3,NG245,How should inhaler technique be checked and managed in asthma patients?
NG245_Recommendations: 1.7 Pharmacological management in people aged 12 and over - Part 1,NG245,What is the recommended pharmacological management for newly diagnosed asthma in people aged 12 and over?
NG245_Recommendations: 1.7 Pharmacological management in people aged 12 and over - Part 2,NG245,What are the recommended medication options and sequencing for asthma management in people aged 12 and over who are not controlled on low-dose or moderate-dose MART?
NG245_Recommendations: 1.7 Pharmacological management in people aged 12 and over - Part 3,NG245,What are the recommended treatment options for uncontrolled asthma despite using LTRA or LAMA therapy?
NG245_Recommendations: 1.7 Pharmacological management in people aged 12 and over - Part 4,NG245,When should treatment be escalated from low- or moderate-dose ICS or ICS/LABA to MART in asthma management?
NG245_Recommendations: 1.8 Pharmacological management in children aged 5 to 11 - Part 1,NG245,What is the recommended pharmacological management for children aged 5 to 11 with asthma according to NICE guidelines?
NG245_Recommendations: 1.8 Pharmacological management in children aged 5 to 11 - Part 2,NG245,What are the current NICE recommendations for using low-dose MART in children with asthma?
NG245_Recommendations: 1.8 Pharmacological management in children aged 5 to 11 - Part 3,NG245,What is the recommended asthma management for children aged 5 to 11 who are not controlled on low-dose ICS plus SABA?
NG245_Recommendations: 1.9 Pharmacological management in children under 5 - Part 1,NG245,What is the recommended pharmacological management for children under 5 with suspected or confirmed asthma?
NG245_Recommendations: 1.9 Pharmacological management in children under 5 - Part 2,NG245,What is the recommended management for acute asthma episodes in children under 5 according to NICE guidelines?
NG245_Recommendations: 1.10 Decreasing maintenance therapy & Recommendations: 1.11 Adherence,NG245,What are the recommended steps for safely decreasing maintenance therapy in asthma patients?
NG245_Recommendations: 1.12 Asthma in pregnancy and breastfeeding,NG245,What are the recommended asthma medications during pregnancy and breastfeeding?
NG245_Recommendations: 1.13 Asthma in adolescents,NG245,"What are the recommendations for managing asthma in adolescents, including transition to adult services and smoking cessation?"
NG245_Recommendations: 1.14 Self-management - Part 1,NG245,What are the recommended self-management strategies and action plans for adults and children with asthma?
NG245_Recommendations: 1.14 Self-management - Part 2,NG245,How should I increase inhaled corticosteroid dose in asthma management according to NICE guidelines?
NG245_Recommendations: 1.15 Risk-stratified care & Recommendations: 1.16 Organisation and delivery of care,NG245,What are the risk factors for poor outcomes in asthma management according to NICE guidelines?
NG245_Recommendations: Terms used in this guideline - Part 1,NG245,What is the role of AIR therapy in managing asthma symptoms?
NG245_Recommendations: Terms used in this guideline - Part 2,NG245,What are the recommended treatments for managing uncontrolled asthma?
NG245_Recommendations for research: Key recommendations for research - Part 1,NG245,What is the most effective initial inhaler strategy for managing asthma in children aged 5 to 11?
NG245_Recommendations for research: Key recommendations for research - Part 2,NG245,What is the cost-effectiveness of the NICE diagnostic pathways for asthma in children and adults?
NG245_Recommendations for research: Key recommendations for research - Part 3,NG245,What are the most accurate diagnostic tests for asthma in children?
NG245_Recommendations for research: Key recommendations for research - Part 4,NG245,What are effective strategies to improve adherence to asthma inhalers and monitor inhaler technique?
NG245_Recommendations for research: Other recommendations for research,NG245,Is increasing inhaled corticosteroid dose beneficial for children and young people with asthma during self-management when control worsens?
"NG245_Rationale and impact: Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 1",NG245,What are the recommended objective tests for diagnosing asthma in children aged 5 to 16?
"NG245_Rationale and impact: Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 2",NG245,What are the recommended methods for measuring bronchodilator reversibility and FeNO levels in asthma diagnosis?
"NG245_Rationale and impact: Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 3",NG245,What is the recommended diagnostic pathway for asthma in adults and children according to NICE guidelines?
"NG245_Rationale and impact: Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 4",NG245,What are the recommended initial and follow-up tests for diagnosing asthma in children according to NICE guidelines?
"NG245_Rationale and impact: Objective tests for diagnosing asthma in adults, young people and children aged 5 to 16 with a history suggestive of asthma - Part 5",NG245,What are the recommended diagnostic approaches for asthma in children under 5 years old?
NG245_Rationale and impact: Monitoring asthma control - Part 1,NG245,What are the recommended methods for monitoring asthma control in adults and children?
NG245_Rationale and impact: Monitoring asthma control - Part 2,NG245,How is FeNO monitoring used to manage asthma in adults and children?
NG245_Rationale and impact: Principles of pharmacological treatment,NG245,Why should short-acting beta2 agonists not be used alone in asthma treatment?
NG245_Rationale and impact: Digital inhalers,NG245,What is the effectiveness and cost-effectiveness of digital inhalers for asthma management?
NG245_Rationale and impact: Medicines for the initial management of newly diagnosed asthma in people aged 12 and over,NG245,What is the recommended initial inhaler treatment for newly diagnosed asthma in people aged 12 and over?
NG245_Rationale and impact: Medicine combination and sequencing in people aged 12 and over - Part 1,NG245,What is the most effective combination and sequencing of asthma medications for people aged 12 and over?
NG245_Rationale and impact: Medicine combination and sequencing in people aged 12 and over - Part 2,NG245,What are the recommended options for escalating asthma treatment when control is inadequate on MART therapy?
NG245_Rationale and impact: Transferring people aged 12 and over from other treatment pathways,NG245,How should clinicians transfer patients aged 12 and over from other asthma treatment pathways to MART?
NG245_Rationale and impact: Medicines for initial management in children aged 5 to 11,NG245,What is the recommended initial inhaler treatment for children aged 5 to 11 with asthma?
NG245_Rationale and impact: Medicine combination and sequencing in children aged 5 to 11 - Part 1,NG245,What is the recommended asthma treatment combination and sequencing for children aged 5 to 11?
NG245_Rationale and impact: Medicine combination and sequencing in children aged 5 to 11 - Part 2,NG245,What are the recommended treatment options for children with uncontrolled asthma on low-dose inhaled corticosteroids?
NG245_Rationale and impact: Pharmacological management in children under 5,NG245,What are the recommended pharmacological treatments for asthma in children under 5 years old?
NG245_Rationale and impact: Self-management,NG245,What are the recommended self-management strategies for children and young people with asthma?
NG245_Rationale and impact: Risk-stratified care,NG245,What are effective methods for risk stratification in asthma management in primary care?
NG245_Context,NG245,What are the current NICE recommendations for diagnosing and managing asthma in adults?
NG246_Overweight and obesity management & Overview,NG246,What are the recommended strategies for managing overweight and obesity in adults and children?
NG246_General principles of care: 1.1 General principles for all ages - Part 1,NG246,What factors should healthcare professionals consider when discussing overweight and obesity with patients of different ages and backgrounds?
NG246_General principles of care: 1.1 General principles for all ages - Part 2,NG246,How should healthcare professionals discuss overweight and obesity with patients in a sensitive and person-centred way?
NG246_General principles of care: 1.1 General principles for all ages - Part 3,NG246,What are effective strategies for having sensitive conversations about weight with adults and children?
NG246_General principles of care: 1.2 Additional principles for children and young people - Part 1,NG246,What are effective strategies for creating a supportive environment for weight management in children and young people?
NG246_General principles of care: 1.2 Additional principles for children and young people - Part 2,NG246,What are the recommended referral pathways for managing obesity and related comorbidities in children and young people?
"NG246_Preventing overweight, obesity and central adiposity: 1.3 Information and support to help people maintain a healthier weight - Part 1",NG246,What strategies can help people maintain a healthier weight and avoid disordered eating behaviors?
"NG246_Preventing overweight, obesity and central adiposity: 1.3 Information and support to help people maintain a healthier weight - Part 2",NG246,What are effective ways to monitor and improve physical activity and dietary habits in children and young people?
"NG246_Preventing overweight, obesity and central adiposity: 1.3 Information and support to help people maintain a healthier weight - Part 3",NG246,What strategies can help families support healthy eating and activity in children and young people?
"NG246_Preventing overweight, obesity and central adiposity: 1.4 Healthcare professionals - Part 1",NG246,What strategies are recommended for healthcare professionals to promote physical activity and healthy diet in community and clinical settings?
"NG246_Preventing overweight, obesity and central adiposity: 1.4 Healthcare professionals - Part 2",NG246,What are effective strategies for supporting behavioral change to increase physical activity and healthy eating in children and families?
"NG246_Preventing overweight, obesity and central adiposity: 1.5 Local or regional strategic partnerships - Part 1",NG246,What strategies are recommended for local partnerships to prevent and manage obesity effectively?
"NG246_Preventing overweight, obesity and central adiposity: 1.5 Local or regional strategic partnerships - Part 2",NG246,What strategies can be used to create safe and inclusive spaces for promoting physical activity in local communities?
"NG246_Preventing overweight, obesity and central adiposity: 1.6 Schools, nurseries and childcare facilities - Part 1",NG246,What strategies can schools and nurseries use to promote healthy eating and physical activity in children?
"NG246_Preventing overweight, obesity and central adiposity: 1.6 Schools, nurseries and childcare facilities - Part 2",NG246,What are the recommended practices for promoting healthy eating and physical activity in schools and early-years settings?
"NG246_Preventing overweight, obesity and central adiposity: 1.6 Schools, nurseries and childcare facilities - Part 3",NG246,How can schools adapt activities to support children and young people with SEND in promoting healthy weight and physical activity?
"NG246_Preventing overweight, obesity and central adiposity: 1.7 Workplaces",NG246,What strategies can workplaces implement to prevent and manage overweight and obesity among staff?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.8 Specific advice for people from ethnic minority backgrounds",NG246,How should healthcare professionals address the increased risk of central adiposity and weight-related health conditions in ethnic minority populations?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.9 Identifying and assessing overweight and obesity in adults - Part 1",NG246,What are the recommended methods for measuring and recording overweight and obesity in adults?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.9 Identifying and assessing overweight and obesity in adults - Part 2",NG246,How can adults with a BMI below 35 kg/m² measure their waist-to-height ratio accurately?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.9 Identifying and assessing overweight and obesity in adults - Part 3",NG246,What are the recommended methods for measuring overweight and obesity in adults?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.9 Identifying and assessing overweight and obesity in adults - Part 4",NG246,What are the BMI thresholds for overweight and obesity in different ethnic groups according to NICE guidelines?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.9 Identifying and assessing overweight and obesity in adults - Part 5",NG246,What is the recommended waist-to-height ratio threshold for assessing health risks related to central adiposity?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.10 Identifying and assessing overweight and obesity in children and young people - Part 1",NG246,What are the recommended procedures for measuring and assessing overweight and obesity in children and young people?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.10 Identifying and assessing overweight and obesity in children and young people - Part 2",NG246,What are the recommended methods for measuring and interpreting BMI in children and young people for overweight and obesity assessment?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.10 Identifying and assessing overweight and obesity in children and young people - Part 3",NG246,What is the recommended method for assessing adiposity in children and young people?
"NG246_Identifying and assessing overweight, obesity and central adiposity: 1.10 Identifying and assessing overweight and obesity in children and young people - Part 4",NG246,What is the recommended waist-to-height ratio threshold for assessing health risks in children and young people?
NG246_Discussing results and referral: 1.11 Discussing results and referral for adults - Part 1,NG246,What information should healthcare professionals provide to adults about the health risks of overweight and obesity?
NG246_Discussing results and referral: 1.11 Discussing results and referral for adults - Part 2,NG246,What are the recommended behavioral interventions for managing overweight and obesity tailored to individual needs and cultural backgrounds?
NG246_Discussing results and referral: 1.11 Discussing results and referral for adults - Part 3,NG246,What are the recommended community support options for adults managing overweight and obesity?
NG246_Discussing results and referral: 1.11 Discussing results and referral for adults - Part 4,NG246,What should I do if an adult declines referral to weight management services?
NG246_Discussing results and referral: 1.12 Discussing results and referral for children and young people - Part 1,NG246,"How should healthcare professionals discuss overweight and obesity results with children, young people, and their families?"
NG246_Discussing results and referral: 1.12 Discussing results and referral for children and young people - Part 2,NG246,What are recommended strategies for managing overweight and obesity in children and young people?
NG246_Discussing results and referral: 1.12 Discussing results and referral for children and young people - Part 3,NG246,"How should healthcare professionals involve children, young people, and their families in decision-making about obesity management interventions?"
NG246_Discussing results and referral: 1.12 Discussing results and referral for children and young people - Part 4,NG246,What are the recommended long-term behavioral interventions for overweight and obesity management in children and young people?
NG246_Discussing results and referral: 1.12 Discussing results and referral for children and young people - Part 5,NG246,When should children and young people with obesity be referred to specialist weight management services?
NG246_Discussing results and referral: 1.12 Discussing results and referral for children and young people - Part 6,NG246,What should be done if a child or young person declines referral to weight management interventions?
NG246_Behavioural overweight and obesity management interventions: 1.13 Behavioural overweight and obesity management interventions for adults - Part 1,NG246,How can healthcare providers support adherence to behavioural overweight and obesity management interventions in adults?
NG246_Behavioural overweight and obesity management interventions: 1.13 Behavioural overweight and obesity management interventions for adults - Part 2,NG246,What are the NICE recommendations for submitting audit data on overweight and obesity management interventions in adults?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 1,NG246,What are the recommended components of behavioral overweight and obesity management interventions for children and young people?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 2,NG246,What are the recommended assessments and interventions for managing overweight and obesity in children and young people?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 3,NG246,What are the recommended strategies for involving families in childhood weight management programs?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 4,NG246,What are effective strategies for involving families in overweight and obesity management for children and young people?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 5,NG246,How should healthcare providers support families facing barriers to participation in childhood weight management interventions?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 6,NG246,What are the recommended ongoing support strategies for children and young people managing overweight and obesity?
NG246_Behavioural overweight and obesity management interventions: 1.14 Behavioural overweight and obesity management interventions for children and young people - Part 7,NG246,What support should children and young people with overweight or obesity receive from specialist services?
NG246_Physical activity and diet: 1.15 Physical activity approaches - Part 1,NG246,What are the recommended physical activity guidelines for adults to prevent obesity and maintain weight?
NG246_Physical activity and diet: 1.15 Physical activity approaches - Part 2,NG246,What are the recommended physical activity guidelines for children and young people to improve health?
NG246_Physical activity and diet: 1.16 Dietary approaches - Part 1,NG246,What are effective dietary approaches for managing overweight and obesity in adults and children?
NG246_Physical activity and diet: 1.16 Dietary approaches - Part 2,NG246,What are the recommended uses and limitations of low-energy and very-low-energy diets for weight management?
NG246_Physical activity and diet: 1.16 Dietary approaches - Part 3,NG246,What are the recommendations for using low-energy and very-low-energy diets in weight management?
NG246_Medicines and surgery: 1.17 Medicines for overweight and obesity - Part 1,NG246,What are the recommended medicines for weight management in adults according to NICE guidelines?
NG246_Medicines and surgery: 1.17 Medicines for overweight and obesity - Part 2,NG246,What are the NICE recommended medicines for weight management in adults with obesity?
NG246_Medicines and surgery: 1.17 Medicines for overweight and obesity - Part 3,NG246,What are the NICE recommendations for prescribing weight management medicines in adults and children?
NG246_Medicines and surgery: 1.17 Medicines for overweight and obesity - Part 4,NG246,When is orlistat appropriate for use in children aged 12 years and older?
NG246_Medicines and surgery: 1.18 Surgical interventions - Part 1,NG246,What are the criteria for referring adults for bariatric surgery assessment according to NICE guidelines?
NG246_Medicines and surgery: 1.18 Surgical interventions - Part 2,NG246,What are the criteria and considerations for assessing eligibility for bariatric surgery in people from diverse ethnic backgrounds?
